doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
982,0.001159,0.556441,0.001159,0.001158,0.154170,0.001158,0.001158,0.283596
983,0.001149,0.168291,0.095177,0.001148,0.167356,0.089107,0.001148,0.476624
984,0.022887,0.654379,0.153249,0.001118,0.060468,0.105663,0.001118,0.001118
985,0.000857,0.000857,0.000857,0.000858,0.000857,0.000857,0.994001,0.000857
986,0.001117,0.814525,0.001118,0.001117,0.001117,0.178771,0.001117,0.001118
987,0.001017,0.621909,0.001017,0.001017,0.145139,0.001017,0.001017,0.227867
988,0.001137,0.772874,0.001137,0.001137,0.001138,0.001137,0.001138,0.220302
989,0.000623,0.000623,0.000623,0.000622,0.200774,0.000623,0.000622,0.795490
990,0.000617,0.301813,0.000616,0.000617,0.000617,0.000616,0.000616,0.694488
991,0.001278,0.001278,0.001278,0.001277,0.001277,0.001278,0.001277,0.991058
992,0.000782,0.000783,0.000782,0.000782,0.000782,0.000782,0.000782,0.994526
993,0.000707,0.000708,0.000707,0.000707,0.454324,0.000707,0.000707,0.541434
994,0.103268,0.891169,0.000927,0.000927,0.000927,0.000927,0.000927,0.000928
995,0.001290,0.001291,0.001291,0.001290,0.001291,0.795736,0.001290,0.196519
996,0.001203,0.001204,0.001203,0.001203,0.001204,0.001203,0.001203,0.991578
997,0.288391,0.707854,0.000626,0.000626,0.000626,0.000626,0.000626,0.000626
998,0.001584,0.819989,0.001584,0.001584,0.001584,0.001583,0.001584,0.170509
999,0.001840,0.001842,0.001840,0.001839,0.113262,0.001841,0.001840,0.875696
1000,0.001331,0.990681,0.001331,0.001331,0.001332,0.001331,0.001331,0.001332
1001,0.001107,0.555731,0.001107,0.001107,0.346710,0.092022,0.001108,0.001109
1002,0.000978,0.670976,0.000977,0.138779,0.000977,0.185357,0.000978,0.000978
1003,0.001069,0.550883,0.001069,0.001069,0.001070,0.001069,0.442702,0.001070
1004,0.000887,0.930379,0.000887,0.000887,0.064297,0.000887,0.000888,0.000888
1005,0.002405,0.777807,0.002405,0.002406,0.146069,0.002405,0.002406,0.064098
1006,0.046758,0.942201,0.001840,0.001840,0.001840,0.001839,0.001840,0.001842
1007,0.001508,0.593776,0.001508,0.001508,0.397173,0.001508,0.001510,0.001510
1008,0.001738,0.513720,0.001738,0.001738,0.001739,0.001738,0.001738,0.475851
1009,0.000846,0.646177,0.000846,0.065519,0.137254,0.000847,0.000846,0.147665
1010,0.514731,0.001605,0.001606,0.001604,0.001604,0.339811,0.137436,0.001604
1011,0.327507,0.001290,0.001291,0.001291,0.001291,0.664750,0.001290,0.001290
1012,0.220045,0.000792,0.499631,0.000792,0.000792,0.000792,0.276365,0.000792
1013,0.331754,0.001138,0.319125,0.001137,0.001138,0.278778,0.065791,0.001137
1014,0.000928,0.000927,0.291443,0.000928,0.000928,0.592059,0.000927,0.111860
1015,0.000913,0.000913,0.774571,0.000913,0.000913,0.219949,0.000913,0.000913
1016,0.168136,0.000749,0.230198,0.000749,0.032417,0.555122,0.000749,0.011879
1017,0.130655,0.000875,0.284006,0.000875,0.000875,0.580965,0.000875,0.000875
1018,0.000986,0.000985,0.000986,0.000985,0.000985,0.993102,0.000985,0.000985
1019,0.000986,0.000985,0.000986,0.000985,0.000985,0.993103,0.000985,0.000985
1020,0.000802,0.000803,0.000802,0.000802,0.000803,0.994382,0.000803,0.000803
1021,0.339512,0.000813,0.000813,0.000813,0.000813,0.642140,0.000812,0.014284
1022,0.832375,0.025611,0.000829,0.000829,0.000828,0.137871,0.000828,0.000829
1023,0.001490,0.001489,0.001489,0.001490,0.001489,0.989574,0.001490,0.001489
1024,0.001089,0.001088,0.537485,0.001089,0.001088,0.157150,0.001088,0.299924
1025,0.000864,0.000863,0.516530,0.120016,0.000863,0.359137,0.000863,0.000863
1026,0.001227,0.001228,0.488188,0.001227,0.001227,0.504450,0.001226,0.001227
1027,0.000908,0.101226,0.316225,0.200074,0.000908,0.378846,0.000907,0.000907
1028,0.187091,0.001079,0.311479,0.001078,0.001079,0.467143,0.029972,0.001079
1029,0.001204,0.001204,0.470382,0.001203,0.001203,0.121590,0.402010,0.001204
1030,0.001052,0.001052,0.992638,0.001051,0.001052,0.001052,0.001051,0.001052
1031,0.227200,0.000986,0.397083,0.000985,0.000986,0.370790,0.000985,0.000985
1032,0.000797,0.000797,0.496146,0.260975,0.000797,0.238893,0.000797,0.000797
1033,0.085603,0.000881,0.416576,0.039675,0.000881,0.441723,0.013778,0.000882
1034,0.001361,0.001360,0.001361,0.001360,0.001360,0.990478,0.001360,0.001360
1035,0.373228,0.001010,0.277342,0.132290,0.001009,0.174015,0.040096,0.001010
1036,0.157852,0.136003,0.355661,0.001319,0.001318,0.113097,0.233433,0.001317
1037,0.179857,0.001159,0.001160,0.001159,0.001159,0.541535,0.272814,0.001158
1038,0.000955,0.000956,0.247742,0.000956,0.000955,0.746526,0.000955,0.000955
1039,0.220961,0.253699,0.518228,0.001422,0.001422,0.001423,0.001422,0.001423
1040,0.000986,0.000986,0.000986,0.000985,0.000986,0.993100,0.000985,0.000986
1041,0.000941,0.000941,0.658985,0.000940,0.000941,0.335371,0.000941,0.000941
1042,0.445802,0.000792,0.000792,0.000793,0.132867,0.417370,0.000792,0.000792
1043,0.186433,0.000955,0.000956,0.000955,0.000955,0.807836,0.000955,0.000955
1044,0.319398,0.001079,0.430846,0.001079,0.001079,0.244362,0.001079,0.001079
1045,0.001043,0.001042,0.001043,0.001043,0.001042,0.992703,0.001042,0.001042
1046,0.001565,0.001564,0.404253,0.001564,0.001564,0.504770,0.083156,0.001564
1047,0.336109,0.193042,0.160995,0.001239,0.001240,0.265660,0.040475,0.001241
1048,0.001043,0.001044,0.001043,0.001043,0.001043,0.983635,0.010106,0.001044
1049,0.001546,0.001546,0.001545,0.145763,0.001545,0.844964,0.001545,0.001545
1050,0.001228,0.001228,0.001228,0.294574,0.001227,0.625486,0.001228,0.073801
1051,0.759956,0.228305,0.001957,0.001957,0.001956,0.001957,0.001956,0.001956
1052,0.992992,0.001001,0.001002,0.001001,0.001001,0.001001,0.001001,0.001001
1053,0.051846,0.198358,0.405038,0.001069,0.001069,0.340480,0.001070,0.001070
1054,0.000783,0.563264,0.217408,0.215416,0.000782,0.000782,0.000782,0.000782
1055,0.001098,0.001098,0.001098,0.001098,0.992316,0.001098,0.001097,0.001098
1056,0.001264,0.001263,0.991155,0.001263,0.001263,0.001264,0.001264,0.001263
1057,0.001227,0.001227,0.001228,0.001227,0.991411,0.001228,0.001227,0.001226
1058,0.000934,0.000934,0.085191,0.000933,0.909206,0.000935,0.000933,0.000934
1059,0.000949,0.000948,0.000949,0.000948,0.963463,0.030849,0.000948,0.000948
1060,0.000851,0.000852,0.000852,0.000854,0.000851,0.693661,0.000852,0.301228
1061,0.000941,0.000941,0.000941,0.000941,0.993414,0.000941,0.000941,0.000941
1062,0.995241,0.000680,0.000680,0.000680,0.000680,0.000680,0.000680,0.000680
1063,0.000949,0.000948,0.236133,0.000948,0.000948,0.000949,0.000948,0.758178
1064,0.001052,0.001052,0.001052,0.001051,0.093441,0.322724,0.001052,0.578577
1065,0.000914,0.000913,0.000914,0.000913,0.763865,0.230653,0.000913,0.000913
1066,0.469475,0.179060,0.344352,0.001422,0.001422,0.001423,0.001424,0.001422
1067,0.514527,0.001291,0.001291,0.001291,0.001290,0.001291,0.001291,0.477728
1068,0.000847,0.000846,0.000846,0.000845,0.702359,0.292567,0.000845,0.000845
1069,0.443409,0.001192,0.001193,0.001192,0.082058,0.001193,0.001192,0.468572
1070,0.000956,0.000955,0.000955,0.000955,0.993313,0.000956,0.000955,0.000955
1071,0.001346,0.001346,0.990580,0.001345,0.001347,0.001346,0.001345,0.001346
1072,0.229058,0.001226,0.001227,0.001227,0.763581,0.001227,0.001226,0.001227
1073,0.994120,0.000840,0.000840,0.000840,0.000840,0.000840,0.000840,0.000840
1074,0.001376,0.001375,0.001375,0.001377,0.001376,0.240834,0.001375,0.750912
1075,0.001317,0.223374,0.768722,0.001317,0.001317,0.001318,0.001317,0.001318
1076,0.001391,0.414013,0.174342,0.062095,0.001393,0.106968,0.001392,0.238405
1077,0.000782,0.000782,0.000782,0.000782,0.556283,0.439024,0.000782,0.000782
1078,0.301956,0.295094,0.001079,0.001080,0.001079,0.397553,0.001079,0.001079
1079,0.992448,0.001079,0.001079,0.001078,0.001079,0.001079,0.001078,0.001080
1080,0.318377,0.115607,0.399984,0.001148,0.001148,0.161441,0.001148,0.001148
1081,0.221313,0.236057,0.535599,0.001406,0.001407,0.001407,0.001406,0.001406
1082,0.620613,0.001215,0.001216,0.001215,0.001216,0.001215,0.001215,0.372096
1083,0.001002,0.001001,0.001001,0.001002,0.001002,0.904575,0.001001,0.089415
1084,0.000907,0.000907,0.993650,0.000907,0.000907,0.000907,0.000910,0.000907
1085,0.343922,0.329044,0.001565,0.001564,0.001564,0.319211,0.001565,0.001565
1086,0.990474,0.001361,0.001361,0.001360,0.001361,0.001362,0.001361,0.001362
1087,0.001407,0.001406,0.144574,0.001406,0.001406,0.765572,0.082823,0.001406
1088,0.001407,0.775972,0.215590,0.001406,0.001406,0.001406,0.001406,0.001406
1089,0.243989,0.001605,0.391814,0.001604,0.001604,0.356177,0.001604,0.001604
1090,0.000851,0.287716,0.000852,0.000851,0.707175,0.000851,0.000851,0.000851
1091,0.801522,0.001317,0.001318,0.001317,0.001318,0.190574,0.001317,0.001317
1092,0.000894,0.000895,0.463449,0.000894,0.000894,0.000894,0.000894,0.531187
1093,0.001545,0.400462,0.437317,0.041210,0.001544,0.001545,0.035021,0.081355
1094,0.002052,0.152382,0.321666,0.002051,0.002051,0.515692,0.002054,0.002052
1095,0.195574,0.001216,0.001215,0.001215,0.001215,0.797135,0.001215,0.001215
1096,0.001148,0.457227,0.388653,0.001148,0.001148,0.001149,0.001148,0.148379
1097,0.354207,0.203935,0.431426,0.002086,0.002087,0.002086,0.002086,0.002087
1098,0.945964,0.045401,0.001439,0.001440,0.001439,0.001439,0.001439,0.001439
1099,0.001117,0.535265,0.001118,0.001117,0.458031,0.001117,0.001117,0.001117
1100,0.001762,0.001986,0.405221,0.001766,0.583974,0.001762,0.001763,0.001765
1101,0.013929,0.013892,0.440811,0.475786,0.013895,0.013896,0.013896,0.013894
1102,0.993829,0.000881,0.000882,0.000882,0.000881,0.000882,0.000882,0.000881
1103,0.001239,0.001238,0.001239,0.991330,0.001238,0.001238,0.001239,0.001238
1104,0.001148,0.001149,0.001148,0.251116,0.001148,0.001148,0.741994,0.001149
1105,0.001360,0.001360,0.413286,0.578553,0.001360,0.001360,0.001360,0.001362
1106,0.259155,0.002409,0.002409,0.640199,0.002406,0.002405,0.088610,0.002407
1107,0.002911,0.910629,0.002910,0.002912,0.002911,0.071907,0.002910,0.002910
1108,0.507237,0.002196,0.002196,0.002196,0.002195,0.002196,0.479587,0.002198
1109,0.004170,0.776885,0.004173,0.198081,0.004175,0.004171,0.004175,0.004170
1110,0.000907,0.000907,0.267564,0.000907,0.000907,0.120806,0.000907,0.607095
1111,0.000870,0.032614,0.501178,0.000869,0.422251,0.040480,0.000869,0.000869
1112,0.000835,0.674894,0.069071,0.251861,0.000835,0.000836,0.000834,0.000835
1113,0.001455,0.548039,0.443229,0.001455,0.001456,0.001455,0.001456,0.001455
1114,0.001118,0.001118,0.992176,0.001117,0.001117,0.001118,0.001118,0.001118
1115,0.001331,0.350497,0.001331,0.001332,0.001331,0.001331,0.641514,0.001334
1116,0.000914,0.282858,0.333645,0.000913,0.378928,0.000914,0.000914,0.000913
1117,0.256431,0.001346,0.096465,0.001345,0.640373,0.001347,0.001346,0.001346
1118,0.001239,0.504901,0.001240,0.371931,0.001239,0.001238,0.001239,0.116973
1119,0.001025,0.138198,0.767796,0.001026,0.001026,0.001026,0.001027,0.088877
1120,0.000759,0.000759,0.344862,0.000759,0.251996,0.194452,0.000759,0.205654
1121,0.000894,0.000894,0.000894,0.000894,0.747987,0.000894,0.246648,0.000894
1122,0.587919,0.000684,0.000684,0.000684,0.351881,0.000684,0.056780,0.000684
1123,0.189879,0.311037,0.437446,0.000773,0.058547,0.000772,0.000773,0.000773
1124,0.001002,0.001002,0.614874,0.001001,0.001001,0.080877,0.001002,0.299241
1125,0.001118,0.105704,0.429183,0.001118,0.001118,0.001118,0.001118,0.459524
1126,0.001169,0.991814,0.001170,0.001169,0.001170,0.001169,0.001169,0.001170
1127,0.000835,0.162457,0.176828,0.000835,0.186494,0.353501,0.118216,0.000835
1128,0.000649,0.531073,0.275756,0.000649,0.000648,0.163114,0.027461,0.000649
1129,0.001203,0.154263,0.563226,0.001203,0.001203,0.001204,0.276494,0.001203
1130,0.039018,0.097747,0.452957,0.001290,0.001290,0.001291,0.405118,0.001291
1131,0.000829,0.533181,0.000829,0.000829,0.000829,0.300777,0.161897,0.000830
1132,0.001001,0.001002,0.992991,0.001001,0.001001,0.001001,0.001001,0.001002
1133,0.001305,0.001305,0.210318,0.001303,0.001304,0.442350,0.340812,0.001304
1134,0.001216,0.001216,0.001217,0.001214,0.001215,0.991491,0.001215,0.001215
1135,0.002607,0.466941,0.002608,0.002610,0.002609,0.002606,0.075141,0.444879
1136,0.001034,0.497945,0.001035,0.001034,0.001035,0.001034,0.409391,0.087491
1137,0.001813,0.642095,0.001814,0.347019,0.001816,0.001813,0.001816,0.001815
1138,0.000703,0.000703,0.143410,0.000703,0.000703,0.000703,0.852370,0.000703
1139,0.001317,0.784692,0.001317,0.001317,0.001317,0.001318,0.001317,0.207406
1140,0.001277,0.001277,0.859680,0.001277,0.001277,0.001277,0.132658,0.001277
1141,0.001009,0.992936,0.001009,0.001009,0.001009,0.001009,0.001010,0.001010
1142,0.001018,0.685120,0.308774,0.001017,0.001018,0.001017,0.001018,0.001018
1143,0.000914,0.976542,0.000913,0.000913,0.017975,0.000914,0.000914,0.000914
1144,0.000797,0.854701,0.140515,0.000797,0.000797,0.000797,0.000797,0.000797
1145,0.001252,0.840011,0.001252,0.001251,0.001251,0.152480,0.001251,0.001251
1146,0.000829,0.821306,0.000830,0.000829,0.000829,0.000829,0.173719,0.000829
1147,0.000846,0.602455,0.000846,0.000845,0.000845,0.000845,0.000846,0.392471
1148,0.001035,0.053206,0.568333,0.001035,0.001035,0.001034,0.126089,0.248233
1149,0.001149,0.564245,0.001148,0.001149,0.001148,0.174582,0.001149,0.255430
1150,0.000645,0.995485,0.000645,0.000645,0.000645,0.000645,0.000645,0.000645
1151,0.990153,0.001407,0.001406,0.001407,0.001406,0.001407,0.001407,0.001407
1152,0.000777,0.437122,0.000778,0.024971,0.243830,0.000778,0.147163,0.144582
1153,0.000787,0.925654,0.069623,0.000787,0.000787,0.000787,0.000787,0.000787
1154,0.000680,0.431009,0.357303,0.000680,0.000680,0.208286,0.000680,0.000681
1155,0.001455,0.830271,0.001456,0.001455,0.001456,0.001455,0.160993,0.001458
1156,0.000920,0.194104,0.593429,0.000921,0.000921,0.019158,0.000921,0.189626
1157,0.000900,0.080393,0.418620,0.000901,0.000900,0.380410,0.116975,0.000901
1158,0.001053,0.769947,0.001052,0.118761,0.001052,0.001053,0.001052,0.106030
1159,0.001035,0.992760,0.001035,0.001033,0.001034,0.001034,0.001034,0.001035
1160,0.564613,0.428620,0.001128,0.001127,0.001128,0.001128,0.001127,0.001128
1161,0.001001,0.001001,0.893398,0.001001,0.001001,0.100598,0.001001,0.001001
1162,0.001181,0.001181,0.825004,0.001180,0.001181,0.001181,0.001181,0.167911
1163,0.001079,0.001079,0.850888,0.001078,0.001079,0.142638,0.001079,0.001079
1164,0.001160,0.540143,0.001159,0.001158,0.001158,0.415128,0.001159,0.038935
1165,0.347972,0.175982,0.000971,0.000970,0.000971,0.000971,0.000971,0.471194
1166,0.945984,0.047487,0.001089,0.001088,0.001088,0.001088,0.001088,0.001088
1167,0.000851,0.000852,0.000852,0.000854,0.000851,0.693661,0.000852,0.301228
1168,0.000859,0.230452,0.000858,0.000858,0.000857,0.648270,0.000857,0.116990
1169,0.001455,0.549858,0.001455,0.001454,0.441413,0.001455,0.001455,0.001456
1170,0.001088,0.354985,0.638486,0.001088,0.001088,0.001089,0.001088,0.001088
1171,0.001277,0.001279,0.001279,0.001276,0.001278,0.991055,0.001278,0.001278
1172,0.001439,0.723196,0.001439,0.001439,0.001439,0.001439,0.268171,0.001438
1173,0.001347,0.280798,0.415950,0.001346,0.001345,0.001346,0.001346,0.296522
1174,0.776734,0.215756,0.001252,0.001251,0.001252,0.001252,0.001251,0.001252
1175,0.514527,0.001291,0.001291,0.001291,0.001290,0.001291,0.001291,0.477728
1176,0.001079,0.258466,0.001079,0.001078,0.001079,0.001080,0.735061,0.001079
1177,0.001035,0.091475,0.001035,0.001034,0.001034,0.001034,0.001034,0.902318
1178,0.001252,0.604265,0.330601,0.001252,0.001253,0.001252,0.058876,0.001251
1179,0.001455,0.001456,0.989812,0.001454,0.001455,0.001456,0.001455,0.001457
1180,0.001128,0.109566,0.001128,0.001127,0.883670,0.001127,0.001127,0.001128
1181,0.507795,0.001764,0.369359,0.001763,0.001765,0.114028,0.001764,0.001763
1182,0.679635,0.000986,0.108080,0.000985,0.000986,0.000986,0.000986,0.207356
1183,0.001215,0.506805,0.001215,0.001214,0.001216,0.001215,0.001215,0.485905
1184,0.001252,0.529781,0.114572,0.001251,0.001251,0.001252,0.001251,0.349391
1185,0.001626,0.001626,0.988624,0.001624,0.001625,0.001626,0.001625,0.001625
1186,0.181721,0.001159,0.811325,0.001160,0.001159,0.001160,0.001158,0.001158
1187,0.001138,0.598415,0.148991,0.001138,0.151085,0.001138,0.096956,0.001138
1188,0.000927,0.000927,0.000927,0.000927,0.000927,0.660871,0.000927,0.333567
1189,0.189506,0.300443,0.399064,0.001169,0.106308,0.001170,0.001170,0.001171
1190,0.046804,0.598453,0.002087,0.082238,0.002087,0.148518,0.117726,0.002087
1191,0.125840,0.289027,0.354336,0.001148,0.001148,0.189921,0.001148,0.037432
1192,0.001204,0.001203,0.001204,0.001203,0.001203,0.509059,0.001203,0.483720
1193,0.001118,0.358602,0.634691,0.001117,0.001117,0.001118,0.001119,0.001117
1194,0.001240,0.549184,0.165200,0.001239,0.001239,0.001239,0.001239,0.279420
1195,0.001669,0.001670,0.672810,0.001670,0.001669,0.317174,0.001669,0.001669
1196,0.144162,0.529713,0.002783,0.002780,0.239211,0.002784,0.002781,0.075785
1197,0.619849,0.001606,0.319526,0.001605,0.001604,0.001605,0.001604,0.052600
1198,0.093312,0.696052,0.205705,0.000986,0.000986,0.000987,0.000986,0.000986
1199,0.001138,0.001139,0.256205,0.001139,0.736965,0.001138,0.001139,0.001138
1200,0.394290,0.373972,0.227945,0.000759,0.000759,0.000759,0.000759,0.000759
1201,0.000888,0.494209,0.000888,0.500464,0.000888,0.000888,0.000888,0.000888
1202,0.001001,0.408918,0.001001,0.001001,0.585075,0.001001,0.001001,0.001001
1203,0.284228,0.001089,0.001089,0.001088,0.709241,0.001089,0.001088,0.001088
1204,0.001360,0.313793,0.248167,0.001360,0.356153,0.001361,0.001361,0.076447
1205,0.001181,0.764641,0.228277,0.001180,0.001180,0.001180,0.001180,0.001181
1206,0.001545,0.001547,0.364093,0.001544,0.001545,0.525692,0.001545,0.102489
1207,0.000978,0.000979,0.000978,0.000977,0.993155,0.000977,0.000978,0.000978
1208,0.001646,0.001648,0.001647,0.001646,0.001646,0.833375,0.156745,0.001647
1209,0.004169,0.004174,0.004170,0.004169,0.970803,0.004169,0.004171,0.004175
1210,0.000636,0.687645,0.308544,0.000635,0.000635,0.000636,0.000635,0.000635
1211,0.004176,0.970798,0.004174,0.004170,0.004172,0.004170,0.004170,0.004170
1212,0.258258,0.250621,0.000768,0.000768,0.000768,0.487282,0.000768,0.000768
1213,0.992247,0.001108,0.001108,0.001107,0.001107,0.001108,0.001108,0.001107
1214,0.257951,0.000949,0.446131,0.000948,0.027583,0.264541,0.000949,0.000948
1215,0.001138,0.377509,0.001138,0.197342,0.001138,0.419458,0.001138,0.001138
1216,0.001546,0.001546,0.001547,0.001545,0.001546,0.723727,0.001545,0.266998
1217,0.000882,0.000881,0.993831,0.000881,0.000881,0.000882,0.000881,0.000881
1218,0.778718,0.001332,0.213292,0.001331,0.001331,0.001332,0.001332,0.001332
1219,0.000955,0.000956,0.000955,0.000955,0.000955,0.993313,0.000955,0.000956
1220,0.231440,0.001648,0.470137,0.290184,0.001648,0.001648,0.001647,0.001648
1221,0.001069,0.001070,0.528364,0.001069,0.001069,0.465217,0.001070,0.001071
1222,0.001361,0.001361,0.001361,0.001360,0.001361,0.001362,0.990473,0.001360
1223,0.133183,0.000662,0.000663,0.032722,0.000662,0.104155,0.727292,0.000662
1224,0.000941,0.000941,0.993413,0.000941,0.000941,0.000942,0.000941,0.000941
1225,0.000942,0.100330,0.000942,0.480659,0.000941,0.414304,0.000941,0.000941
1226,0.001109,0.001108,0.613184,0.001107,0.001107,0.169205,0.001108,0.212072
1227,0.000857,0.000857,0.000858,0.000857,0.000857,0.000858,0.993999,0.000857
1228,0.992380,0.001090,0.001088,0.001088,0.001088,0.001088,0.001089,0.001089
1229,0.000719,0.080418,0.000719,0.000719,0.000719,0.915266,0.000719,0.000719
1230,0.002608,0.458808,0.340970,0.002606,0.002607,0.187181,0.002613,0.002607
1231,0.001193,0.105158,0.115119,0.001191,0.001192,0.773762,0.001193,0.001192
