doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
1441,0.001346,0.001346,0.496148,0.463676,0.001348,0.033445,0.001346,0.001346
1442,0.132348,0.000712,0.124058,0.703413,0.037336,0.000711,0.000711,0.000711
1443,0.001215,0.001214,0.551403,0.441309,0.001214,0.001215,0.001215,0.001214
1444,0.002157,0.002158,0.385446,0.601612,0.002157,0.002156,0.002157,0.002157
1445,0.272154,0.000750,0.341888,0.123820,0.000750,0.136428,0.025509,0.098700
1446,0.517195,0.001291,0.001291,0.001290,0.001290,0.411552,0.064799,0.001291
1447,0.519948,0.034026,0.001018,0.026312,0.001018,0.415644,0.001018,0.001017
1448,0.258258,0.250621,0.000768,0.000768,0.000768,0.487282,0.000768,0.000768
1449,0.001240,0.001238,0.001240,0.001239,0.001239,0.991327,0.001239,0.001238
1450,0.606297,0.182030,0.001204,0.001203,0.001204,0.205655,0.001204,0.001204
1451,0.000921,0.000920,0.000920,0.000920,0.000920,0.993555,0.000921,0.000922
1452,0.140100,0.001789,0.304497,0.001788,0.001788,0.546460,0.001789,0.001789
1453,0.992247,0.001108,0.001108,0.001107,0.001107,0.001108,0.001108,0.001107
1454,0.001605,0.001606,0.001605,0.001604,0.001605,0.747057,0.243314,0.001604
1455,0.000979,0.138420,0.686634,0.000978,0.000977,0.170056,0.000978,0.000978
1456,0.000956,0.000956,0.000955,0.000955,0.000956,0.993308,0.000956,0.000958
1457,0.119648,0.065105,0.279412,0.023483,0.001035,0.477435,0.032847,0.001034
1458,0.243348,0.000577,0.000577,0.000577,0.000577,0.238229,0.502341,0.013774
1459,0.156549,0.001128,0.468910,0.025508,0.001128,0.344521,0.001128,0.001128
1460,0.231817,0.000915,0.283517,0.000914,0.000914,0.371658,0.000914,0.109351
1461,0.379194,0.060764,0.120284,0.124599,0.001180,0.001182,0.311616,0.001181
1462,0.354310,0.001149,0.074564,0.001148,0.001148,0.524521,0.001148,0.042012
1463,0.058175,0.001148,0.348604,0.001148,0.001148,0.390847,0.197782,0.001148
1464,0.000797,0.000797,0.496146,0.260975,0.000797,0.238893,0.000797,0.000797
1465,0.001252,0.001252,0.391306,0.001251,0.001251,0.259700,0.001253,0.342735
1466,0.644932,0.001216,0.001216,0.143783,0.001215,0.147296,0.059126,0.001216
1467,0.283831,0.001265,0.104377,0.027187,0.001265,0.393650,0.001264,0.187161
1468,0.001716,0.095671,0.001714,0.426294,0.001714,0.469460,0.001715,0.001715
1469,0.271578,0.001925,0.531364,0.001926,0.001926,0.001926,0.001926,0.187430
1470,0.000882,0.000881,0.993831,0.000881,0.000881,0.000882,0.000881,0.000881
1471,0.000955,0.000956,0.000955,0.000955,0.000955,0.993313,0.000955,0.000956
1472,0.231440,0.001648,0.470137,0.290184,0.001648,0.001648,0.001647,0.001648
1473,0.001069,0.001070,0.528364,0.001069,0.001069,0.465217,0.001070,0.001071
1474,0.001361,0.001361,0.001361,0.001360,0.001361,0.001362,0.990473,0.001360
1475,0.133183,0.000662,0.000663,0.032722,0.000662,0.104155,0.727292,0.000662
1476,0.000941,0.000941,0.993413,0.000941,0.000941,0.000942,0.000941,0.000941
1477,0.000942,0.100330,0.000942,0.480659,0.000941,0.414304,0.000941,0.000941
1478,0.000857,0.000857,0.000858,0.000857,0.000857,0.000858,0.993999,0.000857
1479,0.000719,0.080418,0.000719,0.000719,0.000719,0.915266,0.000719,0.000719
1480,0.001193,0.105158,0.115119,0.001191,0.001192,0.773762,0.001193,0.001192
1481,0.001252,0.006791,0.065963,0.001251,0.001251,0.920989,0.001252,0.001251
1482,0.000659,0.167144,0.000659,0.472887,0.000659,0.356674,0.000659,0.000659
1483,0.193250,0.362097,0.001648,0.126594,0.001649,0.311466,0.001649,0.001647
1484,0.001646,0.001648,0.001647,0.001646,0.001646,0.833375,0.156745,0.001647
1485,0.001816,0.001815,0.001814,0.001815,0.001814,0.778092,0.211021,0.001814
1486,0.001788,0.464078,0.045415,0.001787,0.001789,0.001787,0.481569,0.001788
1487,0.687228,0.001010,0.306714,0.001009,0.001009,0.001010,0.001010,0.001010
1488,0.212094,0.077467,0.701982,0.001691,0.001691,0.001691,0.001692,0.001691
1489,0.000986,0.993100,0.000986,0.000985,0.000985,0.000987,0.000985,0.000985
1490,0.730582,0.001361,0.001361,0.261251,0.001362,0.001362,0.001361,0.001360
1491,0.001584,0.074884,0.001584,0.001584,0.220738,0.696456,0.001585,0.001585
1492,0.309746,0.000928,0.000928,0.000928,0.000928,0.000928,0.000928,0.684686
1493,0.000773,0.146583,0.000772,0.000772,0.288513,0.561041,0.000773,0.000773
1494,0.000778,0.322426,0.000778,0.000777,0.672908,0.000778,0.000778,0.000778
1495,0.001492,0.382588,0.001489,0.215433,0.001493,0.244781,0.151233,0.001491
1496,0.000846,0.000846,0.448239,0.000845,0.000846,0.000845,0.546686,0.000846
1497,0.000680,0.000680,0.000680,0.000680,0.000680,0.000680,0.000681,0.995238
1498,0.093816,0.481708,0.001204,0.001204,0.084176,0.335486,0.001203,0.001204
1499,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569,0.996020,0.000569
1500,0.000720,0.515593,0.000720,0.000719,0.317533,0.000720,0.163276,0.000719
1501,0.000835,0.239390,0.351577,0.000835,0.000835,0.000835,0.239985,0.165709
1502,0.000649,0.000649,0.000649,0.000648,0.000648,0.000649,0.000649,0.995460
1503,0.000673,0.225486,0.000673,0.000673,0.236169,0.377578,0.000673,0.158075
1504,0.000745,0.000745,0.000745,0.000745,0.000745,0.000745,0.000746,0.994784
1505,0.029469,0.000699,0.000700,0.000699,0.000699,0.000700,0.759965,0.207068
1506,0.000632,0.416900,0.000632,0.000632,0.185317,0.394622,0.000632,0.000633
1507,0.000622,0.128340,0.014966,0.000622,0.012352,0.000622,0.841852,0.000623
1508,0.000754,0.000754,0.000754,0.000755,0.000754,0.125791,0.764628,0.105811
1509,0.000605,0.000605,0.000605,0.019147,0.000604,0.000605,0.954610,0.023219
1510,0.000894,0.540903,0.000895,0.000895,0.327816,0.000895,0.000894,0.126808
1511,0.001138,0.001138,0.001138,0.063732,0.001138,0.154725,0.431940,0.345051
1512,0.000692,0.294649,0.000692,0.000692,0.000692,0.000692,0.283917,0.417976
1513,0.000920,0.993558,0.000920,0.000920,0.000920,0.000920,0.000920,0.000921
1514,0.142075,0.001456,0.001456,0.001455,0.001456,0.001455,0.849191,0.001456
1515,0.000863,0.000863,0.000863,0.000863,0.000863,0.000863,0.993960,0.000864
1516,0.000711,0.995021,0.000712,0.000711,0.000711,0.000711,0.000711,0.000712
1517,0.000876,0.000876,0.000875,0.078176,0.000875,0.000875,0.415530,0.501915
1518,0.000907,0.000907,0.000907,0.000907,0.000907,0.000907,0.390198,0.604362
1519,0.001737,0.001740,0.153075,0.001737,0.001738,0.001739,0.414442,0.423790
1520,0.002162,0.002159,0.002161,0.002158,0.518050,0.002158,0.002158,0.468994
1521,0.002236,0.325138,0.002234,0.397167,0.002234,0.002234,0.002237,0.266520
1522,0.000638,0.000638,0.000638,0.000638,0.995532,0.000639,0.000638,0.000638
1523,0.000636,0.687645,0.308544,0.000635,0.000635,0.000636,0.000635,0.000635
1524,0.826828,0.000869,0.000869,0.062748,0.000869,0.000869,0.000870,0.106077
1525,0.000478,0.000477,0.000478,0.000477,0.000477,0.000478,0.996657,0.000477
1526,0.407785,0.000858,0.000858,0.587069,0.000858,0.000858,0.000858,0.000858
1527,0.057502,0.000797,0.000798,0.000797,0.000798,0.000797,0.000797,0.937714
1528,0.000846,0.000846,0.491645,0.503281,0.000845,0.000846,0.000846,0.000846
1529,0.868885,0.000596,0.000596,0.000596,0.000596,0.000596,0.000596,0.127541
1530,0.000763,0.000763,0.000763,0.000763,0.000763,0.000763,0.994660,0.000763
1531,0.267530,0.125227,0.339900,0.078838,0.099086,0.087401,0.001009,0.001010
1532,0.990482,0.001360,0.001360,0.001360,0.001360,0.001360,0.001360,0.001359
1533,0.001182,0.001181,0.772961,0.001181,0.001181,0.001181,0.219951,0.001183
1534,0.107208,0.001009,0.313681,0.139479,0.001009,0.001009,0.042169,0.394436
1535,0.000673,0.688002,0.000673,0.228445,0.000673,0.000674,0.080187,0.000673
1536,0.000948,0.000948,0.000948,0.000948,0.000948,0.993364,0.000948,0.000948
1537,0.417611,0.001061,0.001062,0.001061,0.001061,0.001061,0.001060,0.576022
1538,0.000787,0.000787,0.295764,0.699512,0.000787,0.000787,0.000787,0.000787
1539,0.431855,0.001239,0.001239,0.001239,0.560710,0.001239,0.001239,0.001239
1540,0.001546,0.001544,0.001545,0.001544,0.989187,0.001545,0.001545,0.001544
1541,0.000659,0.995388,0.000659,0.000659,0.000659,0.000659,0.000659,0.000660
1542,0.568908,0.107854,0.177593,0.000971,0.082785,0.000971,0.000971,0.059947
1543,0.001626,0.001624,0.001625,0.001624,0.988627,0.001625,0.001625,0.001624
1544,0.213880,0.001278,0.001278,0.001278,0.778454,0.001278,0.001278,0.001278
1545,0.000677,0.000676,0.000676,0.000676,0.995266,0.000677,0.000676,0.000676
1546,0.313265,0.001391,0.240658,0.052866,0.076341,0.251073,0.063015,0.001391
1547,0.001290,0.001290,0.035931,0.001290,0.956330,0.001290,0.001290,0.001289
1548,0.178644,0.392214,0.422263,0.001376,0.001376,0.001376,0.001376,0.001375
1549,0.995909,0.000584,0.000584,0.000585,0.000584,0.000584,0.000585,0.000584
1550,0.764798,0.001181,0.001181,0.001180,0.001181,0.001180,0.001181,0.228118
1551,0.323833,0.401393,0.002053,0.002052,0.002053,0.264512,0.002052,0.002052
1552,0.097294,0.134104,0.145797,0.000736,0.000736,0.567761,0.000736,0.052835
1553,0.206786,0.000927,0.227703,0.000927,0.000927,0.000928,0.000927,0.560875
1554,0.592541,0.000707,0.000707,0.000707,0.000707,0.000707,0.403218,0.000707
1555,0.991493,0.001215,0.001215,0.001215,0.001215,0.001215,0.001215,0.001217
1556,0.000768,0.000768,0.823373,0.000768,0.000768,0.000768,0.172019,0.000769
1557,0.590535,0.000750,0.000750,0.000750,0.180054,0.000750,0.000750,0.225661
1558,0.000607,0.000607,0.000607,0.000607,0.000607,0.995749,0.000607,0.000607
1559,0.001647,0.001646,0.001648,0.001648,0.001647,0.988472,0.001646,0.001646
1560,0.001714,0.001715,0.001715,0.001714,0.001714,0.576001,0.413712,0.001714
1561,0.216620,0.001739,0.001740,0.078952,0.001740,0.695731,0.001738,0.001740
1562,0.002051,0.002052,0.002052,0.002051,0.002051,0.985642,0.002050,0.002050
1563,0.357098,0.001526,0.113383,0.001527,0.001527,0.521888,0.001526,0.001526
1564,0.001492,0.001490,0.989569,0.001491,0.001489,0.001490,0.001490,0.001490
1565,0.001204,0.001203,0.275422,0.001203,0.197785,0.520775,0.001204,0.001203
1566,0.000978,0.000977,0.503567,0.000977,0.000977,0.490569,0.000977,0.000977
1567,0.027544,0.001896,0.001897,0.001897,0.001896,0.961076,0.001896,0.001898
1568,0.001391,0.137294,0.500898,0.001391,0.001391,0.214004,0.001391,0.142240
1569,0.062913,0.033321,0.562336,0.001278,0.001279,0.336321,0.001276,0.001276
1570,0.001304,0.001304,0.348682,0.105127,0.001304,0.539672,0.001303,0.001305
1571,0.000652,0.314910,0.000652,0.000651,0.000652,0.000652,0.041669,0.640163
1572,0.001491,0.251506,0.739552,0.001492,0.001490,0.001490,0.001490,0.001490
1573,0.001490,0.001490,0.063873,0.001489,0.001490,0.001491,0.927189,0.001489
1574,0.001265,0.001266,0.410836,0.037155,0.001264,0.545686,0.001265,0.001265
1575,0.001669,0.069406,0.177101,0.001668,0.001668,0.721977,0.024843,0.001668
1576,0.001129,0.001128,0.301605,0.001128,0.001128,0.589988,0.001127,0.102766
1577,0.001788,0.296752,0.692522,0.001789,0.001787,0.001788,0.001788,0.001787
1578,0.001670,0.001669,0.247647,0.001668,0.001669,0.001670,0.742338,0.001669
1579,0.001304,0.284240,0.566997,0.001303,0.001304,0.070286,0.001304,0.073261
1580,0.001456,0.001456,0.959518,0.001456,0.001456,0.031746,0.001456,0.001456
1581,0.001546,0.001547,0.001546,0.001545,0.001546,0.773624,0.001545,0.217101
1582,0.240774,0.084644,0.468131,0.001438,0.001439,0.050264,0.151871,0.001439
1583,0.001456,0.001456,0.414488,0.001455,0.001455,0.327575,0.083090,0.169026
1584,0.001647,0.295945,0.396743,0.001647,0.001646,0.299080,0.001646,0.001646
1585,0.001265,0.039390,0.369400,0.001263,0.001264,0.183847,0.001264,0.402306
1586,0.000895,0.903058,0.000894,0.000894,0.000894,0.000895,0.091575,0.000895
1587,0.001203,0.001204,0.374359,0.001203,0.001203,0.463203,0.156421,0.001204
1588,0.001625,0.988621,0.001625,0.001626,0.001625,0.001625,0.001626,0.001627
1589,0.001241,0.167440,0.466691,0.001240,0.001239,0.323649,0.037258,0.001241
1590,0.000673,0.382790,0.000673,0.056472,0.000673,0.000673,0.000673,0.557373
1591,0.102200,0.491891,0.070082,0.001181,0.001181,0.308756,0.023529,0.001181
1592,0.000840,0.119077,0.302193,0.000840,0.000841,0.574529,0.000840,0.000840
1593,0.000852,0.546265,0.000851,0.000851,0.000852,0.000851,0.000852,0.448627
1594,0.000707,0.299728,0.000707,0.033335,0.000707,0.000707,0.000708,0.663401
1595,0.000913,0.000914,0.000913,0.000913,0.000913,0.000913,0.000914,0.993606
1596,0.001277,0.167120,0.001276,0.001278,0.001277,0.001278,0.001276,0.825218
1597,0.001625,0.190809,0.001627,0.001625,0.001625,0.123946,0.253215,0.425528
1598,0.001169,0.991815,0.001169,0.001169,0.001169,0.001169,0.001169,0.001171
1599,0.001646,0.245570,0.001645,0.001646,0.001646,0.001645,0.001646,0.744555
1600,0.002553,0.789582,0.002552,0.002553,0.002552,0.002553,0.002555,0.195099
1601,0.135009,0.638541,0.001215,0.001215,0.001215,0.067864,0.001216,0.153725
1602,0.000993,0.000994,0.000993,0.000994,0.149935,0.000992,0.000994,0.844105
1603,0.001061,0.001061,0.001060,0.001060,0.001061,0.001061,0.001061,0.992576
1604,0.002157,0.002158,0.002157,0.002157,0.002157,0.002157,0.002157,0.984901
1605,0.001227,0.222284,0.001227,0.001228,0.135244,0.001227,0.001227,0.636337
1606,0.015626,0.890554,0.015627,0.015626,0.015637,0.015627,0.015635,0.015667
1607,0.001052,0.001051,0.001052,0.122846,0.029642,0.001051,0.087147,0.756158
1608,0.096544,0.000863,0.474617,0.424521,0.000864,0.000864,0.000864,0.000864
1609,0.527841,0.077661,0.000869,0.177550,0.000869,0.213471,0.000869,0.000869
1610,0.000754,0.000753,0.994724,0.000754,0.000753,0.000754,0.000753,0.000753
1611,0.993744,0.000894,0.000894,0.000894,0.000893,0.000894,0.000894,0.000894
1612,0.329200,0.000759,0.000759,0.666247,0.000759,0.000759,0.000759,0.000759
1613,0.474440,0.000921,0.000921,0.399236,0.000921,0.000921,0.121720,0.000921
1614,0.992250,0.001107,0.001107,0.001107,0.001107,0.001107,0.001107,0.001107
1615,0.485714,0.001061,0.001061,0.091945,0.417037,0.001061,0.001060,0.001061
1616,0.359713,0.178470,0.212892,0.107383,0.001061,0.138356,0.001064,0.001061
1617,0.589148,0.080987,0.001228,0.086551,0.001227,0.238404,0.001228,0.001227
1618,0.423929,0.000652,0.094434,0.000652,0.000652,0.420515,0.000652,0.058515
1619,0.565034,0.431213,0.000626,0.000626,0.000626,0.000626,0.000626,0.000626
1620,0.504300,0.489692,0.001002,0.001001,0.001001,0.001002,0.001001,0.001001
1621,0.749088,0.000870,0.000870,0.067384,0.000869,0.179182,0.000869,0.000869
1622,0.000787,0.313506,0.254413,0.273442,0.000787,0.155489,0.000788,0.000788
1623,0.719327,0.000857,0.000857,0.000857,0.000857,0.275531,0.000857,0.000857
1624,0.001508,0.001507,0.001508,0.001508,0.001507,0.989446,0.001507,0.001508
1625,0.750727,0.150431,0.001868,0.089502,0.001869,0.001868,0.001868,0.001867
1626,0.330128,0.122088,0.264890,0.001670,0.001668,0.276217,0.001668,0.001670
1627,0.994593,0.000773,0.000772,0.000772,0.000772,0.000772,0.000773,0.000772
1628,0.333858,0.203018,0.002664,0.205044,0.112642,0.137448,0.002663,0.002664
1629,0.078817,0.000808,0.046578,0.000807,0.116173,0.755200,0.000809,0.000808
1630,0.001422,0.001423,0.876158,0.001422,0.001423,0.115308,0.001422,0.001422
1631,0.424465,0.001061,0.001061,0.001061,0.001060,0.569170,0.001061,0.001060
1632,0.361127,0.001118,0.001118,0.476657,0.156626,0.001118,0.001118,0.001118
1633,0.253892,0.142046,0.000797,0.137836,0.000797,0.463037,0.000797,0.000798
1634,0.118135,0.219803,0.000948,0.143233,0.000948,0.515037,0.000948,0.000948
1635,0.085630,0.001009,0.037470,0.380294,0.017214,0.476366,0.001009,0.001009
1636,0.000882,0.000882,0.000881,0.027255,0.000882,0.474432,0.493906,0.000882
1637,0.000440,0.000440,0.000440,0.000440,0.000440,0.996917,0.000440,0.000440
1638,0.000703,0.000703,0.000703,0.146405,0.000703,0.602301,0.247778,0.000703
1639,0.000888,0.000889,0.193580,0.100504,0.191727,0.000888,0.286356,0.225168
1640,0.001192,0.337051,0.059097,0.001192,0.001192,0.001192,0.001192,0.597892
1641,0.000956,0.000956,0.331144,0.175310,0.142218,0.000955,0.347506,0.000956
1642,0.069466,0.001423,0.001423,0.001422,0.001422,0.467419,0.456000,0.001426
1643,0.001079,0.001079,0.001079,0.237849,0.001080,0.001079,0.755676,0.001079
1644,0.028601,0.000732,0.000732,0.180972,0.000732,0.268587,0.518911,0.000732
1645,0.000907,0.000907,0.000907,0.612944,0.000907,0.000907,0.381614,0.000907
1646,0.000876,0.000875,0.000876,0.000876,0.781941,0.212807,0.000875,0.000875
1647,0.000720,0.000719,0.000719,0.000720,0.000719,0.000720,0.994965,0.000719
1648,0.001079,0.001080,0.001080,0.001079,0.001079,0.001079,0.992444,0.001080
1649,0.000754,0.000755,0.000754,0.377322,0.000754,0.077327,0.422927,0.119407
1650,0.000719,0.000719,0.349812,0.000720,0.000720,0.000719,0.645871,0.000719
1651,0.000851,0.540575,0.233447,0.000851,0.000852,0.000851,0.221721,0.000852
1652,0.001227,0.093950,0.353299,0.001227,0.001227,0.001227,0.001227,0.546615
1653,0.000941,0.113044,0.000941,0.000941,0.000942,0.553469,0.235266,0.094457
1654,0.000610,0.084362,0.000610,0.435100,0.000610,0.000611,0.477486,0.000610
1655,0.001203,0.236345,0.001203,0.121926,0.163864,0.001203,0.473051,0.001204
1656,0.001304,0.001305,0.001303,0.001303,0.001303,0.532686,0.459492,0.001304
1657,0.000907,0.000908,0.000907,0.345035,0.000907,0.047596,0.489889,0.113851
1658,0.000585,0.000585,0.000585,0.000585,0.000585,0.157477,0.839014,0.000585
1659,0.001170,0.724872,0.001170,0.001169,0.268109,0.001170,0.001170,0.001170
1660,0.001010,0.001010,0.346697,0.086664,0.307104,0.084804,0.171702,0.001009
1661,0.002158,0.002159,0.002159,0.002158,0.002158,0.002158,0.589368,0.397682
1662,0.250937,0.001472,0.067988,0.199738,0.001472,0.001473,0.475448,0.001472
1663,0.000948,0.000948,0.000948,0.000948,0.000948,0.000948,0.993364,0.000948
1664,0.000783,0.000783,0.731449,0.000782,0.263856,0.000782,0.000783,0.000782
1665,0.001438,0.107783,0.001438,0.001439,0.001438,0.550885,0.334140,0.001438
1666,0.001169,0.751629,0.001170,0.001170,0.001169,0.001169,0.241355,0.001170
1667,0.000593,0.000593,0.000593,0.000593,0.052501,0.192849,0.751684,0.000593
1668,0.000788,0.145147,0.000787,0.008166,0.000788,0.316200,0.527338,0.000787
1669,0.001474,0.177911,0.001472,0.097762,0.001473,0.376476,0.255759,0.087673
1670,0.393961,0.004176,0.004171,0.004169,0.004175,0.004170,0.581001,0.004175
1671,0.001043,0.001043,0.001043,0.001045,0.510197,0.032137,0.452450,0.001043
1672,0.000623,0.000622,0.000623,0.000623,0.449718,0.000623,0.532826,0.014342
1673,0.000798,0.544646,0.000798,0.000798,0.000798,0.000798,0.450568,0.000797
1674,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569,0.996020,0.000569
1675,0.001043,0.001044,0.001043,0.001043,0.001043,0.001043,0.992698,0.001043
1676,0.000900,0.123295,0.021090,0.000901,0.000900,0.201861,0.566879,0.084173
1677,0.001360,0.001361,0.001360,0.001360,0.305022,0.160749,0.505403,0.023386
1678,0.000719,0.521756,0.000719,0.000719,0.300581,0.000719,0.174067,0.000719
1679,0.001787,0.987485,0.001787,0.001787,0.001789,0.001789,0.001787,0.001789
1680,0.000941,0.962843,0.000941,0.000941,0.000941,0.000941,0.031511,0.000941
1681,0.000763,0.000763,0.000763,0.000763,0.000763,0.000763,0.809917,0.185505
1682,0.001226,0.001227,0.001226,0.001226,0.001226,0.001226,0.785863,0.206780
1683,0.001026,0.568374,0.425470,0.001025,0.001026,0.001026,0.001026,0.001026
1684,0.001360,0.001362,0.001361,0.142526,0.001361,0.001361,0.498522,0.352147
1685,0.282627,0.000741,0.028651,0.137917,0.050748,0.041491,0.424313,0.033512
1686,0.001422,0.707779,0.001422,0.001422,0.001422,0.001422,0.283689,0.001423
1687,0.000986,0.670283,0.000986,0.323802,0.000985,0.000986,0.000986,0.000985
1688,0.202142,0.461136,0.001407,0.101159,0.001408,0.170801,0.060541,0.001406
1689,0.001138,0.001138,0.001138,0.001138,0.992033,0.001138,0.001140,0.001138
1690,0.001127,0.001128,0.001127,0.001128,0.863352,0.001127,0.129882,0.001128
1691,0.046942,0.877194,0.059818,0.003207,0.003209,0.003208,0.003210,0.003210
1692,0.001423,0.702314,0.174385,0.001422,0.001422,0.001423,0.116188,0.001422
1693,0.002453,0.002456,0.002454,0.036657,0.691992,0.002453,0.259079,0.002455
1694,0.000763,0.000764,0.000763,0.000763,0.557331,0.000763,0.438089,0.000763
1695,0.001205,0.001204,0.001203,0.001203,0.991574,0.001203,0.001204,0.001203
1696,0.001205,0.001204,0.001203,0.001203,0.991574,0.001203,0.001204,0.001203
1697,0.563221,0.384249,0.002505,0.002503,0.002504,0.002504,0.002505,0.040008
1698,0.013903,0.013917,0.013894,0.013915,0.432973,0.013901,0.483599,0.013898
1699,0.001227,0.001228,0.001228,0.068446,0.569355,0.001228,0.291280,0.066008
1700,0.001361,0.001361,0.074716,0.001361,0.001360,0.001360,0.570668,0.347813
1701,0.183161,0.512141,0.003683,0.286284,0.003683,0.003683,0.003682,0.003682
1702,0.001215,0.505883,0.001215,0.001216,0.001215,0.001215,0.486825,0.001215
1703,0.000875,0.091711,0.000875,0.000876,0.000875,0.000875,0.903039,0.000875
1704,0.308634,0.001693,0.144635,0.001692,0.046293,0.110787,0.190104,0.196161
1705,0.001171,0.991810,0.001169,0.001169,0.001170,0.001172,0.001169,0.001169
1706,0.002978,0.979149,0.002981,0.002977,0.002977,0.002979,0.002978,0.002979
1707,0.002274,0.458909,0.002275,0.002274,0.002274,0.527445,0.002275,0.002275
1708,0.001867,0.413284,0.001867,0.001867,0.001867,0.575514,0.001867,0.001867
1709,0.002017,0.519376,0.002018,0.002017,0.002017,0.468520,0.002017,0.002018
1710,0.007363,0.561892,0.007362,0.007356,0.007374,0.393928,0.007362,0.007363
1711,0.001714,0.988001,0.001714,0.001714,0.001714,0.001714,0.001715,0.001715
1712,0.130936,0.152539,0.000846,0.000846,0.354081,0.359063,0.000845,0.000845
1713,0.001138,0.284075,0.001138,0.435160,0.001138,0.275073,0.001138,0.001138
1714,0.088555,0.323971,0.001670,0.001670,0.051662,0.203896,0.001670,0.326905
1715,0.001305,0.001305,0.001305,0.112621,0.879552,0.001304,0.001304,0.001305
1716,0.002276,0.002275,0.594263,0.077837,0.002276,0.227546,0.002277,0.091251
1717,0.995484,0.000645,0.000645,0.000646,0.000645,0.000646,0.000645,0.000645
1718,0.000846,0.000846,0.412402,0.000847,0.000847,0.507978,0.000846,0.075389
1719,0.083343,0.052293,0.494213,0.001018,0.001018,0.001018,0.001018,0.366080
1720,0.000607,0.000607,0.000607,0.000607,0.000607,0.995749,0.000607,0.000607
1721,0.003910,0.003909,0.003908,0.003909,0.838578,0.003909,0.137967,0.003909
1722,0.003052,0.176594,0.003052,0.003051,0.003052,0.003051,0.805098,0.003051
1723,0.002910,0.469127,0.002909,0.002909,0.002911,0.002910,0.513415,0.002910
1724,0.005213,0.352481,0.005212,0.005213,0.005220,0.005215,0.616233,0.005213
1725,0.002664,0.002663,0.002663,0.002664,0.279419,0.394460,0.002663,0.312802
1726,0.001867,0.001868,0.001867,0.001868,0.885101,0.001868,0.103693,0.001868
1727,0.282267,0.001763,0.001763,0.454925,0.112715,0.001763,0.001763,0.143041
1728,0.007360,0.356869,0.007361,0.007357,0.598968,0.007357,0.007365,0.007362
1729,0.240099,0.169888,0.002234,0.002235,0.002240,0.099843,0.481226,0.002235
1730,0.369044,0.002503,0.002501,0.060414,0.002506,0.002501,0.558029,0.002502
1731,0.001097,0.992318,0.001098,0.001097,0.001097,0.001097,0.001097,0.001098
1732,0.532952,0.000783,0.000782,0.000782,0.000783,0.000782,0.462353,0.000783
1733,0.001043,0.001044,0.001043,0.001043,0.001043,0.001042,0.956714,0.037028
1734,0.001988,0.070255,0.001986,0.001988,0.001985,0.299173,0.620638,0.001986
1735,0.040134,0.002236,0.002236,0.033826,0.120461,0.002235,0.743538,0.055334
1736,0.306113,0.206119,0.000835,0.000834,0.000835,0.000834,0.483596,0.000834
1737,0.070991,0.001138,0.307019,0.001137,0.001139,0.001137,0.616300,0.001138
1738,0.003475,0.003478,0.003475,0.287996,0.215438,0.003476,0.479186,0.003476
1739,0.082142,0.252444,0.001987,0.001986,0.001986,0.001987,0.574197,0.083272
1740,0.266236,0.222618,0.001043,0.001043,0.001043,0.001043,0.505932,0.001043
1741,0.040752,0.001117,0.001117,0.686265,0.001117,0.267396,0.001118,0.001118
1742,0.001158,0.001159,0.001159,0.626616,0.001159,0.366431,0.001159,0.001159
1743,0.001052,0.001051,0.001051,0.619805,0.128667,0.214769,0.032554,0.001051
1744,0.000818,0.000818,0.000818,0.994277,0.000818,0.000818,0.000817,0.000817
1745,0.003475,0.003477,0.003474,0.003474,0.212680,0.037832,0.003474,0.732114
1746,0.179391,0.001604,0.001606,0.768817,0.043769,0.001606,0.001603,0.001605
1747,0.006945,0.006954,0.006945,0.006947,0.951353,0.006948,0.006949,0.006958
1748,0.002156,0.374523,0.002156,0.002157,0.255400,0.002156,0.002157,0.359294
1749,0.001158,0.001159,0.001158,0.001158,0.945461,0.001158,0.001159,0.047589
1750,0.001026,0.001026,0.388779,0.605065,0.001027,0.001025,0.001026,0.001026
1751,0.002662,0.002663,0.002661,0.002662,0.981364,0.002661,0.002662,0.002665
1752,0.000875,0.000876,0.000875,0.000875,0.993874,0.000875,0.000875,0.000876
1753,0.002120,0.002121,0.002120,0.002120,0.002122,0.002120,0.002121,0.985157
1754,0.001647,0.001647,0.001646,0.593543,0.001647,0.396577,0.001648,0.001646
1755,0.000948,0.000948,0.000948,0.000952,0.000948,0.000948,0.000947,0.993362
1756,0.000807,0.000808,0.000808,0.000809,0.260246,0.069398,0.000807,0.666317
1757,0.001693,0.001693,0.001692,0.001692,0.530332,0.066115,0.001693,0.395091
1758,0.000803,0.188571,0.111934,0.047424,0.000803,0.000802,0.000803,0.648861
1759,0.005003,0.263624,0.005002,0.005003,0.515267,0.196087,0.005004,0.005010
1760,0.001490,0.001490,0.001490,0.001492,0.533710,0.457348,0.001490,0.001490
1761,0.139104,0.001252,0.001251,0.001252,0.330579,0.001251,0.001251,0.524059
1762,0.001169,0.308079,0.001169,0.001169,0.261239,0.001169,0.001170,0.424835
1763,0.002606,0.002607,0.002607,0.002606,0.002608,0.002606,0.002606,0.981753
1764,0.002317,0.002318,0.002318,0.002318,0.002319,0.002317,0.002316,0.983778
